rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Elevator,Washer,Exterior security cameras on property,Carbon monoxide alarm,Guest favorite,Park view,Free residential garage on premises – 1 space,55 inch HDTV with Amazon Prime Video,Netflix,Smoke alarm,Fast wifi – 342 Mbps,Private hot tub,55 inch HDTV with standard cable,Dryer,Fast wifi – 602 Mbps,Luggage dropoff allowed,Hair dryer,Superhost,Free dryer – In unit,Refrigerator,50 inch HDTV with Netflix,Free washer – In unit,Haceb refrigerator,Long term stays allowed,City skyline view,Free street parking,TV with Roku,Netflix,Garden view,Air conditioning,LG refrigerator,Hot tub,Sauna,Shared indoor pool - available all year,open specific hours,heated,Private hot tub - available all year,open 24 hours,65 inch HDTV with Netflix,premium cable,Fast wifi – 91 Mbps,55 inch HDTV with Netflix,standard cable,Private patio or balcony,Mountain view,Private pool - lap pool,Free parking on premises – 1 space,Courtyard view,Fast wifi – 76 Mbps,Microwave,Fast wifi – 67 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Patio or balcony,Fast wifi – 308 Mbps,Shared hot tub - available all year,open specific hours,Shared sauna,HDTV with standard cable,Pool,Mabe refrigerator,Smoking allowed,Fast wifi – 198 Mbps,Private backyard – Fully fenced,Paid parking off premises,Paid washer – In building,Paid dryer – In building,43 inch HDTV with Netflix,Shared patio or balcony,Free carport on premises,31 inch HDTV with Netflix,HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,Shared hot tub,60 inch HDTV with standard cable,Fast wifi – 313 Mbps,Free parking garage on premises,65 inch HDTV with premium cable,Netflix,Shared hot tub - available all year,45 inch HDTV with standard cable,Fast wifi – 77 Mbps,HDTV with Fire TV,Fast wifi – 184 Mbps,Fast wifi – 567 Mbps,Crib,Free dryer – In building,TV with standard cable,55 inch HDTV with Netflix,Backyard,Private sauna,43 inch HDTV,Children’s books and toys,HDTV with Apple TV,Fast wifi – 334 Mbps,Indoor fireplace,Fire pit,AC - split type ductless system,Valley view,65 inch HDTV with Apple TV,Chromecast,Disney+,Hulu,Netflix,premium cable,standard cable,Free dryer,Portable air conditioning,Free washer – In building,Shared hot tub - open specific hours,Free driveway parking on premises – 1 space,140 inch HDTV with HBO Max,Netflix,DVD player,Free residential garage on premises – 2 spaces,Shared pool,75 inch HDTV with Netflix,premium cable,42 inch HDTV with standard cable,High chair,Fast wifi – 178 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,50 inch HDTV,34 inch HDTV with standard cable,Fast wifi – 85 Mbps,60 inch HDTV with Amazon Prime Video,Apple TV,Chromecast,Disney+,HBO Max,Hulu,Netflix,Washer – In building,Shared backyard – Not fully fenced,HDTV with Amazon Prime Video,Netflix,Disney+,standard cable,Fast wifi – 113 Mbps,80 inch HDTV with Chromecast,Netflix,55 inch HDTV with Amazon Prime Video,Netflix,standard cable,Fast wifi – 348 Mbps,Free parking garage on premises – 1 space,55 inch HDTV,TV with Netflix,50 inch TV with Netflix,standard cable,Fast wifi – 279 Mbps,Private outdoor pool - available all year,open 24 hours,infinity,Free carport on premises – 1 space,HDTV with standard cable,Netflix,premium cable,Free carport on premises – 4 spaces,Private outdoor pool - available all year,open 24 hours,olympic-sized,46 inch HDTV,Bathtub,Pack ’n play/Travel crib - available upon request,Hot tub - open specific hours,Fast wifi – 160 Mbps,60 inch HDTV with Netflix,standard cable,Paid parking on premises,58 inch HDTV,Beach access – Beachfront,Dryer – In building,HDTV with premium cable,Netflix,Central air conditioning,HACEB refrigerator,40 inch HDTV with premium cable,standard cable,43 inch HDTV with standard cable,Fast wifi – 410 Mbps,Fast wifi – 317 Mbps,32 inch HDTV with Netflix,Amazon Prime Video,premium cable,Private pool,55 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,premium cable,standard cable,Fast wifi – 263 Mbps,Fast wifi – 199 Mbps,55 inch TV,32 inch HDTV,Shared backyard – Fully fenced,MABE refrigerator,Fast wifi – 327 Mbps,40 inch HDTV with Amazon Prime Video,Netflix,premium cable,standard cable,Disney+,43 inch HDTV with Amazon Prime Video,Netflix,Fast wifi – 267 Mbps,Wifi – 4 Mbps,Private hot tub - open 24 hours,Fast wifi – 137 Mbps,Free driveway parking on premises – 5 spaces,65 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Hulu,Netflix,Roku,32 inch HDTV with premium cable,TV with Netflix,standard cable,70 inch HDTV with Netflix,standard cable,Fast wifi – 172 Mbps,65 inch HDTV,Fast wifi – 95 Mbps,42 inch HDTV,Dryer – In unit,Fast wifi – 193 Mbps,Fast wifi – 307 Mbps,42 inch HDTV with Amazon Prime Video,Disney+,HBO Max,Netflix,TV with Netflix,Amazon Prime Video,Private backyard – Not fully fenced,50 inch HDTV with premium cable,Fast wifi – 344 Mbps,Fast wifi – 108 Mbps,Resort view,107 inch HDTV with Netflix,premium cable,Crib - available upon request,TV with Roku,Fast wifi – 180 Mbps,49 inch TV with Netflix,standard cable,SAMSUNG refrigerator,40 inch HDTV,Shared hot tub - available seasonally,open specific hours,HDTV,32 inch TV with Netflix,Amazon Prime Video,Disney+,Hisense refrigerator
36,3369,0,1120,1245,0,4,1000,0,0,1221332034128806051,Apartment in Envigado,01/18/25 - 01/21/25,0,250,26,5,5.0 (4),1,https://www.airbnb.com/rooms/1221332034128806051?,37,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3369,0,1155,1205,0,4,1000,0,5,47287582,Loft in Sabaneta,01/18/25 - 01/21/25,0,250,19,4.91,4.91 (58),9,https://www.airbnb.com/rooms/47287582?,30,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,TRUE,,,,,TRUE,,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,3366,0,1130,1230,0,4,1000,2,0,1049495384582433507,Guesthouse in Envigado,01/18/25 - 01/21/25,0,250,24,4.96,4.96 (24),4,https://www.airbnb.com/rooms/1049495384582433507?,35,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,,TRUE,,,TRUE,,,TRUE,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3366,0,1155,1205,0,4,1000,2,0,786050067994169753,Apartment in Medellín,01/18/25 - 01/21/25,0,250,19,4.91,4.91 (55),9,https://www.airbnb.com/rooms/786050067994169753?,30,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,,,,TRUE,,TRUE,,,,,,,,,,TRUE,,,,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,3366,0,1160,1200,0,4,1000,2,0,48200201,Guesthouse in Envigado,01/18/25 - 01/21/25,0,250,18,4.9,4.9 (62),10,https://www.airbnb.com/rooms/48200201?,29,0,0,NaN,0,0,0,NaN,1 queen bed,TRUE,TRUE,TRUE,,TRUE,,,,,,FALSE,TRUE,,,,FALSE,,,,,,TRUE,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3364,0,1175,1180,0,4,1000,0,5,1164504008439765797,Apartment in Envigado,01/18/25 - 01/21/25,0,250,15,4.86,4.86 (14),14,https://www.airbnb.com/rooms/1164504008439765797?,26,0,0,NaN,0,0,0,NaN,1 double bed,,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3364,0,1225,1135,0,4,1000,0,0,917394614379245929,Apartment in Envigado,01/18/25 - 01/21/25,0,250,5,4.77,4.77 (22),23,https://www.airbnb.com/rooms/917394614379245929?,15,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,FALSE,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,3361,0,1110,1245,0,4,1000,2,0,1100684995371477917,Apartment in Envigado,01/18/25 - 01/21/25,0,250,28,5,5.0 (24),1,https://www.airbnb.com/rooms/1100684995371477917?,39,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,,FALSE,TRUE,,,,FALSE,,,,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,3361,0,1110,1245,0,4,1000,2,0,1214004914473011510,Apartment in Envigado,01/18/25 - 01/21/25,0,250,28,5,5.0 (6),1,https://www.airbnb.com/rooms/1214004914473011510?,39,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3361,0,1120,1235,0,4,1000,2,0,890861671546639693,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,26,4.97,4.97 (64),3,https://www.airbnb.com/rooms/890861671546639693?,37,0,0,NaN,0,0,0,NaN,2 double beds,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,3361,0,1185,1170,0,4,1000,2,0,881937919451851340,Apartment in Envigado,01/18/25 - 01/21/25,0,250,13,4.84,4.84 (103),16,https://www.airbnb.com/rooms/881937919451851340?,24,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,3359,0,1205,1150,0,4,1000,0,0,1246695951925448088,Apartment in Envigado,01/18/25 - 01/21/25,0,250,9,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1246695951925448088?,20,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,FALSE,,,,,FALSE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,3356,0,1165,1185,0,4,1000,2,0,936513478279316043,Apartment in Envigado,01/18/25 - 01/21/25,0,250,17,4.87,4.87 (103),13,https://www.airbnb.com/rooms/936513478279316043?,28,0,0,NaN,0,0,0,NaN,4 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3356,0,1165,1185,0,4,1000,2,0,858212078392098897,Apartment in Envigado,01/18/25 - 01/21/25,0,250,17,4.87,4.87 (31),13,https://www.airbnb.com/rooms/858212078392098897?,28,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,3356,0,1205,1145,0,4,1000,2,0,40226557,Apartment in Envigado,01/18/25 - 01/21/25,0,250,9,4.79,4.79 (24),21,https://www.airbnb.com/rooms/40226557?,20,0,0,NaN,0,0,0,NaN,2 beds,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,,FALSE,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,3354,0,1105,1245,0,4,1000,0,0,1300684371852692159,Apartment in Envigado,01/18/25 - 01/21/25,0,250,29,5,5.0 (3),1,https://www.airbnb.com/rooms/1300684371852692159?,40,0,0,NaN,0,0,0,NaN,4 beds,,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,FALSE,,,,,FALSE,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,3354,0,1105,1245,0,4,1000,0,0,1263233888052673027,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,29,5,5.0 (4),1,https://www.airbnb.com/rooms/1263233888052673027?,40,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,FALSE,,,,,FALSE,,,,,,,,,,,TRUE,,,,,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3354,0,1105,1245,0,4,1000,0,0,1196707698754238507,Apartment in Medellín,01/18/25 - 01/21/25,0,250,29,5,5.0 (5),1,https://www.airbnb.com/rooms/1196707698754238507?,40,0,0,NaN,0,0,0,NaN,1 queen bed,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,,FALSE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,3354,0,1155,1190,0,4,1000,0,5,1116838048210998398,Apartment in Envigado,01/18/25 - 01/21/25,0,250,19,4.88,4.88 (34),12,https://www.airbnb.com/rooms/1116838048210998398?,30,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,3354,0,1155,1190,0,4,1000,0,5,1234598424613533154,Apartment in Envigado,01/18/25 - 01/21/25,0,250,19,4.88,4.88 (8),12,https://www.airbnb.com/rooms/1234598424613533154?,30,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3351,0,1115,1230,0,4,1000,2,0,1118185556982636261,Apartment in Sabaneta,01/18/25 - 01/21/25,0,250,27,4.96,4.96 (25),4,https://www.airbnb.com/rooms/1118185556982636261?,38,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3344,0,1140,1200,0,4,1000,0,0,1207365693539801549,Apartment in Medellín,01/18/25 - 01/21/25,0,250,22,4.9,4.9 (10),10,https://www.airbnb.com/rooms/1207365693539801549?,33,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3341,0,1160,1175,0,4,1000,2,0,691374300303501734,Apartment in Envigado,01/18/25 - 01/21/25,0,250,18,4.85,4.85 (46),15,https://www.airbnb.com/rooms/691374300303501734?,29,0,0,NaN,0,0,0,NaN,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3339,0,1085,1245,0,4,1000,0,5,32291000,Cottage in Envigado,01/18/25 - 01/21/25,0,250,33,5,5.0 (10),1,https://www.airbnb.com/rooms/32291000?,44,0,0,NaN,0,0,0,NaN,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,,,,,FALSE,,,,,,,,TRUE,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3339,0,1105,1230,0,4,1000,0,0,968722110129548262,Apartment in Envigado,01/18/25 - 01/21/25,0,250,29,4.96,4.96 (26),4,https://www.airbnb.com/rooms/968722110129548262?,40,0,0,NaN,0,0,0,NaN,1 bed,,TRUE,TRUE,,,,TRUE,,TRUE,,FALSE,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
